tempAvgT,setPointT,relaystateT,Kpt,KiT,KdT,InputT,OutputT,tempAvgB,setPointB,relayStateB,KpB,KiB,KdB,InputB,OutputB
190,144,0,50,0,0,190,0,179,182,0,50,0,0,179,135,0
189,144,0,50,0,0,189,0,178,182,0,50,0,0,178,135,0
188,144,0,50,0,0,188,0,178,182,0,50,0,0,178,178,0
187,144,0,50,0,0,187,0,176,182,0,50,0,0,176,148,0
188,144,0,50,0,0,188,0,176,182,0,50,0,0,176,269,0
190,144,0,50,0,0,190,0,176,182,0,50,0,0,176,251,0
192,144,0,50,0,0,192,0,178,182,0,50,0,0,178,257,0
185,144,0,50,0,0,185,0,173,182,0,50,0,0,173,182,0
182,144,0,50,0,0,182,0,170,182,0,50,0,0,170,416,0
178,144,0,50,0,0,178,0,167,182,1,50,0,0,167,628,0
180,144,0,50,0,0,180,0,168,182,1,50,0,0,168,746,0
185,144,0,50,0,0,185,0,175,182,1,50,0,0,175,521,0
187,144,0,50,0,0,187,0,177,182,0,50,0,0,177,301,0
193,144,0,50,0,0,193,0,181,182,0,50,0,0,181,91,0
192,144,0,50,0,0,192,0,180,182,0,50,0,0,180,26,0
192,144,0,50,0,0,192,0,181,182,0,50,0,0,181,53,0
196,144,0,50,0,0,196,0,186,182,0,50,0,0,186,1,0
200,144,0,50,0,0,200,0,190,182,0,50,0,0,190,0,0
199,144,0,50,0,0,199,0,189,182,0,50,0,0,189,0,0
200,144,0,50,0,0,200,0,190,182,0,50,0,0,190,0,0
202,144,0,50,0,0,202,0,193,182,0,50,0,0,193,0,0
201,144,0,50,0,0,201,0,193,182,0,50,0,0,193,0,0
199,144,0,50,0,0,199,0,191,182,0,50,0,0,191,0,0
192,144,0,50,0,0,192,0,182,182,0,50,0,0,182,0,0
189,144,0,50,0,0,189,0,179,182,0,50,0,0,179,0,0
187,144,0,50,0,0,187,0,177,182,0,50,0,0,177,221,0
187,144,0,50,0,0,187,0,177,182,0,50,0,0,177,232,0
188,144,0,50,0,0,188,0,179,182,0,50,0,0,179,144,0
188,144,0,50,0,0,188,0,178,182,0,50,0,0,178,123,0
187,144,0,50,0,0,187,0,177,182,0,50,0,0,177,125,0
186,144,0,50,0,0,186,0,176,182,0,50,0,0,176,201,0
184,144,0,50,0,0,184,0,174,182,0,50,0,0,174,276,0
185,144,0,50,0,0,185,0,175,182,0,50,0,0,175,353,0
186,144,0,50,0,0,186,0,176,182,0,50,0,0,176,330,0
185,144,0,50,0,0,185,0,175,182,0,50,0,0,175,298,0
187,144,0,50,0,0,187,0,175,182,0,50,0,0,175,335,0
187,144,0,50,0,0,187,0,176,182,0,50,0,0,176,310,0
187,144,0,50,0,0,187,0,178,182,0,50,0,0,178,278,0
189,144,0,50,0,0,189,0,180,182,0,50,0,0,180,196,0
192,144,0,50,0,0,192,0,182,182,0,50,0,0,182,73,0
191,144,0,50,0,0,191,0,179,182,0,50,0,0,179,0,0
191,144,0,50,0,0,191,0,179,182,0,50,0,0,179,107,0
190,144,0,50,0,0,190,0,178,182,0,50,0,0,178,148,0
189,144,0,50,0,0,189,0,177,182,0,50,0,0,177,155,0
190,144,0,50,0,0,190,0,179,182,0,50,0,0,179,219,0
191,144,0,50,0,0,191,0,179,182,0,50,0,0,179,126,0
189,144,0,50,0,0,189,0,176,182,0,50,0,0,176,105,0
187,144,0,50,0,0,187,0,174,182,0,50,0,0,174,266,0
187,144,0,50,0,0,187,0,175,182,0,50,0,0,175,375,0
183,144,0,50,0,0,183,0,170,182,0,50,0,0,170,305,0
182,144,0,50,0,0,182,0,169,182,0,50,0,0,169,551,0
184,144,0,50,0,0,184,0,170,182,0,50,0,0,170,621,0
185,144,0,50,0,0,185,0,172,182,0,50,0,0,172,555,0
185,144,0,50,0,0,185,0,172,182,0,50,0,0,172,462,0
186,144,0,50,0,0,186,0,174,182,1,50,0,0,174,471,0
191,144,0,50,0,0,191,0,177,182,1,50,0,0,177,201,0
192,144,0,50,0,0,192,0,177,182,1,50,0,0,177,207,0
193,144,0,50,0,0,193,0,179,182,1,50,0,0,179,100,0
192,144,0,50,0,0,192,0,178,182,1,50,0,0,178,157,0
193,144,0,50,0,0,193,0,180,182,1,50,0,0,180,75,0
192,144,0,50,0,0,192,0,178,182,1,50,0,0,178,178,0
190,144,0,50,0,0,190,0,175,182,1,50,0,0,175,223,0
190,144,0,50,0,0,190,0,176,182,1,50,0,0,176,267,0
190,144,0,50,0,0,190,0,179,182,1,50,0,0,179,128,0
187,144,0,50,0,0,187,0,175,182,1,50,0,0,175,307,0
186,144,0,50,0,0,186,0,174,182,1,50,0,0,174,380,0
186,144,0,50,0,0,186,0,174,182,1,50,0,0,174,369,0
187,144,0,50,0,0,187,0,174,182,1,50,0,0,174,367,0
195,144,0,50,0,0,195,0,182,182,0,50,0,0,182,0,0
200,144,0,50,0,0,200,0,188,182,0,50,0,0,188,0,0
204,144,0,50,0,0,204,0,191,182,0,50,0,0,191,0,0
204,144,0,50,0,0,204,0,190,182,0,50,0,0,190,0,0
202,144,0,50,0,0,202,0,187,182,0,50,0,0,187,0,0
201,144,0,50,0,0,201,0,186,182,0,50,0,0,186,0,0
198,144,0,50,0,0,198,0,185,182,0,50,0,0,185,0,0
196,144,0,50,0,0,196,0,182,182,0,50,0,0,182,0,0
196,144,0,50,0,0,196,0,178,182,0,50,0,0,178,164,0
195,144,0,50,0,0,195,0,178,182,0,50,0,0,178,194,0
189,144,0,50,0,0,189,0,173,182,1,50,0,0,173,410,0
187,144,0,50,0,0,187,0,173,182,1,50,0,0,173,441,0
185,144,0,50,0,0,185,0,172,182,1,50,0,0,172,451,0
187,144,0,50,0,0,187,0,176,182,0,50,0,0,176,287,0
195,144,0,50,0,0,195,0,184,182,0,50,0,0,184,0,0
197,144,0,50,0,0,197,0,184,182,0,50,0,0,184,0,0
195,144,0,50,0,0,195,0,181,182,0,50,0,0,181,28,0
197,144,0,50,0,0,197,0,184,182,0,50,0,0,184,0,0
198,144,0,50,0,0,198,0,185,182,0,50,0,0,185,0,0
197,144,0,50,0,0,197,0,185,182,0,50,0,0,185,0,0
200,144,0,50,0,0,200,0,188,182,0,50,0,0,188,0,0
201,144,0,50,0,0,201,0,189,182,0,50,0,0,189,0,0
198,144,0,50,0,0,198,0,191,182,0,50,0,0,191,0,0
198,144,0,50,0,0,198,0,192,182,0,50,0,0,192,0,0
197,144,0,50,0,0,197,0,187,182,0,50,0,0,187,0,0
195,144,0,50,0,0,195,0,182,182,0,50,0,0,182,0,0
188,144,0,50,0,0,188,0,174,182,0,50,0,0,174,235,0
183,144,0,50,0,0,183,0,170,182,1,50,0,0,170,596,0
181,144,0,50,0,0,181,0,168,182,1,50,0,0,168,717,0
182,144,0,50,0,0,182,0,169,182,1,50,0,0,169,632,0
180,144,0,50,0,0,180,0,168,182,1,50,0,0,168,596,0
180,144,0,50,0,0,180,0,167,182,1,50,0,0,167,719,0
183,144,0,50,0,0,183,0,169,182,1,50,0,0,169,798,0
185,144,0,50,0,0,185,0,172,182,0,50,0,0,172,464,0
189,144,0,50,0,0,189,0,177,182,0,50,0,0,177,360,0
192,144,0,50,0,0,192,0,180,182,0,50,0,0,180,87,0
198,144,0,50,0,0,198,0,185,182,0,50,0,0,185,0,0
202,144,0,50,0,0,202,0,189,182,0,50,0,0,189,0,0
200,144,0,50,0,0,200,0,187,182,0,50,0,0,187,0,0
197,144,0,50,0,0,197,0,184,182,0,50,0,0,184,0,0
189,144,0,50,0,0,189,0,176,182,0,50,0,0,176,14,0
188,144,0,50,0,0,188,0,176,182,0,50,0,0,176,257,0
195,144,0,50,0,0,195,0,182,182,0,50,0,0,182,169,0
199,144,0,50,0,0,199,0,185,182,0,50,0,0,185,0,0
198,144,0,50,0,0,198,0,183,182,0,50,0,0,183,0,0
197,144,0,50,0,0,197,0,181,182,0,50,0,0,181,0,0
194,144,0,50,0,0,194,0,178,182,0,50,0,0,178,175,0
196,144,0,50,0,0,196,0,183,182,0,50,0,0,183,87,0
196,144,0,50,0,0,196,0,184,182,0,50,0,0,184,0,0
192,144,0,50,0,0,192,0,177,182,0,50,0,0,177,26,0
188,144,0,50,0,0,188,0,173,182,0,50,0,0,173,446,0
183,144,0,50,0,0,183,0,170,182,0,50,0,0,170,491,0
181,144,0,50,0,0,181,0,168,182,1,50,0,0,168,691,0
182,144,0,50,0,0,182,0,171,182,1,50,0,0,171,712,0
186,144,0,50,0,0,186,0,176,182,0,50,0,0,176,253,0
194,144,0,50,0,0,194,0,184,182,0,50,0,0,184,92,0
199,144,0,50,0,0,199,0,187,182,0,50,0,0,187,0,0
203,144,0,50,0,0,203,0,191,182,0,50,0,0,191,0,0
205,144,0,50,0,0,205,0,193,182,0,50,0,0,193,0,0
201,144,0,50,0,0,201,0,189,182,0,50,0,0,189,0,0
198,144,0,50,0,0,198,0,186,182,0,50,0,0,186,0,0
190,144,0,50,0,0,190,0,177,182,0,50,0,0,177,23,0
191,144,0,50,0,0,191,0,177,182,0,50,0,0,177,207,0
193,144,0,50,0,0,193,0,178,182,0,50,0,0,178,185,0
190,144,0,50,0,0,190,0,176,182,0,50,0,0,176,280,0
189,144,0,50,0,0,189,0,176,182,0,50,0,0,176,342,0
189,144,0,50,0,0,189,0,177,182,0,50,0,0,177,237,0
192,144,0,50,0,0,192,0,181,182,0,50,0,0,181,107,0
190,144,0,50,0,0,190,0,179,182,0,50,0,0,179,26,0
187,144,0,50,0,0,187,0,175,182,0,50,0,0,175,239,0
187,144,0,50,0,0,187,0,175,182,0,50,0,0,175,303,0
193,144,0,50,0,0,193,0,180,182,0,50,0,0,180,269,0
196,144,0,50,0,0,196,0,185,182,0,50,0,0,185,57,0
197,144,0,50,0,0,197,0,188,182,0,50,0,0,188,0,0
197,144,0,50,0,0,197,0,186,182,0,50,0,0,186,0,0
196,144,0,50,0,0,196,0,184,182,0,50,0,0,184,0,0
195,144,0,50,0,0,195,0,183,182,0,50,0,0,183,0,0
192,144,0,50,0,0,192,0,181,182,0,50,0,0,181,0,0
192,144,0,50,0,0,192,0,181,182,0,50,0,0,181,12,0
188,144,0,50,0,0,188,0,176,182,0,50,0,0,176,178,0
186,144,0,50,0,0,186,0,175,182,0,50,0,0,175,273,0
182,144,0,50,0,0,182,0,171,182,0,50,0,0,171,396,0
179,144,0,50,0,0,179,0,167,182,0,50,0,0,167,542,0
179,144,0,50,0,0,179,0,166,182,1,50,0,0,166,951,0
185,144,0,50,0,0,185,0,171,182,0,50,0,0,171,792,0
192,144,0,50,0,0,192,0,179,182,0,50,0,0,179,321,0
194,144,0,50,0,0,194,0,183,182,0,50,0,0,183,130,0
197,144,0,50,0,0,197,0,187,182,0,50,0,0,187,0,0
197,144,0,50,0,0,197,0,187,182,0,50,0,0,187,0,0
198,144,0,50,0,0,198,0,187,182,0,50,0,0,187,0,0
196,144,0,50,0,0,196,0,185,182,0,50,0,0,185,0,0
192,144,0,50,0,0,192,0,181,182,0,50,0,0,181,0,0
190,144,0,50,0,0,190,0,179,182,1,50,0,0,179,17,0
188,144,0,50,0,0,188,0,176,182,1,50,0,0,176,241,0
186,144,0,50,0,0,186,0,174,182,1,50,0,0,174,296,0
188,144,0,50,0,0,188,0,176,182,1,50,0,0,176,357,0
189,144,0,50,0,0,189,0,176,182,1,50,0,0,176,275,0
188,144,0,50,0,0,188,0,175,182,1,50,0,0,175,275,0
187,144,0,50,0,0,187,0,173,182,1,50,0,0,173,330,0
184,144,0,50,0,0,184,0,171,182,1,50,0,0,171,432,0
182,144,0,50,0,0,182,0,170,182,1,50,0,0,170,505,0
185,144,0,50,0,0,185,0,174,182,1,50,0,0,174,562,0
186,144,0,50,0,0,186,0,174,182,1,50,0,0,174,385,0
192,144,0,50,0,0,192,0,181,182,1,50,0,0,181,392,0
194,144,0,50,0,0,194,0,184,182,0,50,0,0,184,26,0
196,144,0,50,0,0,196,0,186,182,0,50,0,0,186,0,0
203,144,0,50,0,0,203,0,194,182,0,50,0,0,194,0,0
205,144,0,50,0,0,205,0,195,182,0,50,0,0,195,0,0
202,144,0,50,0,0,202,0,191,182,0,50,0,0,191,0,0
203,144,0,50,0,0,203,0,191,182,0,50,0,0,191,0,0
202,144,0,50,0,0,202,0,191,182,0,50,0,0,191,0,0
202,144,0,50,0,0,202,0,191,182,0,50,0,0,191,0,0
198,144,0,50,0,0,198,0,187,182,0,50,0,0,187,0,0
195,144,0,50,0,0,195,0,183,182,0,50,0,0,183,0,0
192,144,0,50,0,0,192,0,180,182,0,50,0,0,180,85,0
193,144,0,50,0,0,193,0,182,182,0,50,0,0,182,78,0
193,144,0,50,0,0,193,0,181,182,0,50,0,0,181,0,0
192,144,0,50,0,0,192,0,181,182,0,50,0,0,181,16,0
188,144,0,50,0,0,188,0,176,182,0,50,0,0,176,223,0
185,144,0,50,0,0,185,0,173,182,1,50,0,0,173,271,0
181,144,0,50,0,0,181,0,168,182,1,50,0,0,168,607,0
181,144,0,50,0,0,181,0,169,182,1,50,0,0,169,662,0
182,144,0,50,0,0,182,0,171,182,1,50,0,0,171,628,0
182,144,0,50,0,0,182,0,172,182,1,50,0,0,172,539,0
186,144,0,50,0,0,186,0,175,182,1,50,0,0,175,475,0
193,144,0,50,0,0,193,0,181,182,0,50,0,0,181,316,0
195,144,0,50,0,0,195,0,182,182,0,50,0,0,182,42,0
195,144,0,50,0,0,195,0,180,182,0,50,0,0,180,0,0
190,144,0,50,0,0,190,0,176,182,0,50,0,0,176,75,0
190,144,0,50,0,0,190,0,176,182,0,50,0,0,176,257,0
188,144,0,50,0,0,188,0,174,182,0,50,0,0,174,300,0
190,144,0,50,0,0,190,0,176,182,0,50,0,0,176,357,0
197,144,0,50,0,0,197,0,185,182,0,50,0,0,185,276,0
198,144,0,50,0,0,198,0,185,182,0,50,0,0,185,0,0
203,144,0,50,0,0,203,0,191,182,0,50,0,0,191,0,0
203,144,0,50,0,0,203,0,189,182,0,50,0,0,189,0,0
199,144,0,50,0,0,199,0,184,182,0,50,0,0,184,0,0
198,144,0,50,0,0,198,0,184,182,0,50,0,0,184,0,0
194,144,0,50,0,0,194,0,179,182,0,50,0,0,179,0,0
194,144,0,50,0,0,194,0,179,182,0,50,0,0,179,130,0
193,144,0,50,0,0,193,0,177,182,0,50,0,0,177,146,0
195,144,0,50,0,0,195,0,180,182,0,50,0,0,180,221,0
192,144,0,50,0,0,192,0,178,182,0,50,0,0,178,92,0
194,144,0,50,0,0,194,0,181,182,0,50,0,0,181,189,0
196,144,0,50,0,0,196,0,184,182,0,50,0,0,184,46,0
194,144,0,50,0,0,194,0,181,182,0,50,0,0,181,0,0
193,144,0,50,0,0,193,0,179,182,0,50,0,0,179,17,0
190,144,0,50,0,0,190,0,177,182,0,50,0,0,177,250,0
191,144,0,50,0,0,191,0,178,182,0,50,0,0,178,151,0
189,144,0,50,0,0,189,0,176,182,0,50,0,0,176,266,0
184,144,0,50,0,0,184,0,171,182,0,50,0,0,171,503,0
183,144,0,50,0,0,183,0,172,182,0,50,0,0,172,487,0
183,144,0,50,0,0,183,0,173,182,0,50,0,0,173,498,0
187,144,0,50,0,0,187,0,177,182,0,50,0,0,177,214,0
192,144,0,50,0,0,192,0,183,182,0,50,0,0,183,0,0
192,144,0,50,0,0,192,0,182,182,0,50,0,0,182,0,0
192,144,0,50,0,0,192,0,183,182,0,50,0,0,183,0,0
189,144,0,50,0,0,189,0,179,182,0,50,0,0,179,110,0
189,144,0,50,0,0,189,0,178,182,0,50,0,0,178,196,0
184,144,0,50,0,0,184,0,173,182,0,50,0,0,173,437,0
183,144,0,50,0,0,183,0,172,182,0,50,0,0,172,491,0
181,144,0,50,0,0,181,0,170,182,0,50,0,0,170,569,0
179,144,0,50,0,0,179,0,169,182,0,50,0,0,169,610,0
176,144,0,50,0,0,176,0,165,182,1,50,0,0,165,841,0
180,144,0,50,0,0,180,0,171,182,0,50,0,0,171,544,0
184,144,0,50,0,0,184,0,176,182,0,50,0,0,176,298,0
186,144,0,50,0,0,186,0,177,182,0,50,0,0,177,248,0
188,144,0,50,0,0,188,0,178,182,0,50,0,0,178,158,0
189,144,0,50,0,0,189,0,179,182,0,50,0,0,179,148,0
191,144,0,50,0,0,191,0,179,182,0,50,0,0,179,119,0
194,144,0,50,0,0,194,0,181,182,0,50,0,0,181,8,0
194,144,0,50,0,0,194,0,180,182,0,50,0,0,180,51,0
195,144,0,50,0,0,195,0,182,182,0,50,0,0,182,0,0
201,144,0,50,0,0,201,0,186,182,0,50,0,0,186,0,0
198,144,0,50,0,0,198,0,184,182,0,50,0,0,184,0,0
195,144,0,50,0,0,195,0,181,182,0,50,0,0,181,12,0
198,144,0,50,0,0,198,0,183,182,0,50,0,0,183,0,0
199,144,0,50,0,0,199,0,185,182,0,50,0,0,185,0,0
197,144,0,50,0,0,197,0,183,182,0,50,0,0,183,0,0
195,144,0,50,0,0,195,0,180,182,0,50,0,0,180,105,0
198,144,0,50,0,0,198,0,184,182,0,50,0,0,184,0,0
198,144,0,50,0,0,198,0,185,182,0,50,0,0,185,0,0
198,144,0,50,0,0,198,0,185,182,0,50,0,0,185,0,0
198,144,0,50,0,0,198,0,185,182,0,50,0,0,185,0,0
196,144,0,50,0,0,196,0,183,182,0,50,0,0,183,0,0
189,144,0,50,0,0,189,0,176,182,0,50,0,0,176,116,0
188,144,0,50,0,0,188,0,175,182,0,50,0,0,175,317,0
180,144,0,50,0,0,180,0,168,182,0,50,0,0,168,442,0
176,144,0,50,0,0,176,0,165,182,0,50,0,0,165,850,0
176,144,0,50,0,0,176,0,165,182,0,50,0,0,165,864,0
179,144,0,50,0,0,179,0,168,182,0,50,0,0,168,696,0
192,144,0,50,0,0,192,0,180,182,0,50,0,0,180,387,0
197,144,0,50,0,0,197,0,185,182,0,50,0,0,185,0,0
202,144,0,50,0,0,202,0,189,182,0,50,0,0,189,0,0
202,144,0,50,0,0,202,0,190,182,0,50,0,0,190,0,0
204,144,0,50,0,0,204,0,192,182,0,50,0,0,192,0,0
205,144,0,50,0,0,205,0,194,182,0,50,0,0,194,0,0
202,144,0,50,0,0,202,0,188,182,0,50,0,0,188,0,0
201,144,0,50,0,0,201,0,186,182,0,50,0,0,186,0,0
200,144,0,50,0,0,200,0,186,182,0,50,0,0,186,0,0
200,144,0,50,0,0,200,0,184,182,0,50,0,0,184,0,0
197,144,0,50,0,0,197,0,182,182,0,50,0,0,182,0,0
196,144,0,50,0,0,196,0,181,182,0,50,0,0,181,12,0
194,144,0,50,0,0,194,0,180,182,1,50,0,0,180,64,0
190,144,0,50,0,0,190,0,178,182,1,50,0,0,178,80,0
188,144,0,50,0,0,188,0,177,182,1,50,0,0,177,230,0
187,144,0,50,0,0,187,0,176,182,1,50,0,0,176,221,0
186,144,0,50,0,0,186,0,175,182,1,50,0,0,175,346,0
185,144,0,50,0,0,185,0,175,182,1,50,0,0,175,358,0
190,144,0,50,0,0,190,0,177,182,1,50,0,0,177,223,0
191,144,0,50,0,0,191,0,180,182,1,50,0,0,180,180,0
192,144,0,50,0,0,192,0,181,182,0,50,0,0,181,14,0
189,144,0,50,0,0,189,0,178,182,0,50,0,0,178,82,0
188,144,0,50,0,0,188,0,178,182,1,50,0,0,178,167,0
192,144,0,50,0,0,192,0,181,182,0,50,0,0,181,158,0
195,144,0,50,0,0,195,0,182,182,0,50,0,0,182,0,0
196,144,0,50,0,0,196,0,184,182,0,50,0,0,184,0,0
193,144,0,50,0,0,193,0,180,182,0,50,0,0,180,57,0
185,144,0,50,0,0,185,0,171,182,1,50,0,0,171,391,0
184,144,0,50,0,0,184,0,171,182,1,50,0,0,171,525,0
186,144,0,50,0,0,186,0,175,182,1,50,0,0,175,532,0
186,144,0,50,0,0,186,0,176,182,1,50,0,0,176,275,0
184,144,0,50,0,0,184,0,174,182,0,50,0,0,174,248,0
182,144,0,50,0,0,182,0,171,182,1,50,0,0,171,364,0
188,144,0,50,0,0,188,0,174,182,1,50,0,0,174,491,0
184,144,0,50,0,0,184,0,171,182,1,50,0,0,171,362,0
179,144,0,50,0,0,179,0,168,182,1,50,0,0,168,578,0
178,144,0,50,0,0,178,0,167,182,1,50,0,0,167,682,0
180,144,0,50,0,0,180,0,170,182,1,50,0,0,170,712,0
183,144,0,50,0,0,183,0,173,182,1,50,0,0,173,598,0
190,144,0,50,0,0,190,0,180,182,0,50,0,0,180,248,0
193,144,0,50,0,0,193,0,182,182,0,50,0,0,182,100,0
196,144,0,50,0,0,196,0,186,182,0,50,0,0,186,0,0
198,144,0,50,0,0,198,0,188,182,0,50,0,0,188,0,0
199,144,0,50,0,0,199,0,188,182,0,50,0,0,188,0,0
198,144,0,50,0,0,198,0,186,182,0,50,0,0,186,0,0
198,144,0,50,0,0,198,0,186,182,0,50,0,0,186,0,0
196,144,0,50,0,0,196,0,184,182,0,50,0,0,184,0,0
197,144,0,50,0,0,197,0,186,182,0,50,0,0,186,0,0
198,144,0,50,0,0,198,0,187,182,0,50,0,0,187,0,0
200,144,0,50,0,0,200,0,190,182,0,50,0,0,190,0,0
202,144,0,50,0,0,202,0,189,182,0,50,0,0,189,0,0
203,144,0,50,0,0,203,0,190,182,0,50,0,0,190,0,0
201,144,0,50,0,0,201,0,190,182,0,50,0,0,190,0,0
200,144,0,50,0,0,200,0,190,182,0,50,0,0,190,0,0
197,144,0,50,0,0,197,0,187,182,0,50,0,0,187,0,0
191,144,0,50,0,0,191,0,179,182,0,50,0,0,179,0,0
189,144,0,50,0,0,189,0,176,182,0,50,0,0,176,132,0
186,144,0,50,0,0,186,0,171,182,0,50,0,0,171,257,0
185,144,0,50,0,0,185,0,171,182,1,50,0,0,171,544,0
183,144,0,50,0,0,183,0,171,182,0,50,0,0,171,508,0
182,144,0,50,0,0,182,0,170,182,0,50,0,0,170,526,0
182,144,0,50,0,0,182,0,170,182,0,50,0,0,170,562,0
185,144,0,50,0,0,185,0,174,182,0,50,0,0,174,573,0
189,144,0,50,0,0,189,0,178,182,0,50,0,0,178,382,0
189,144,0,50,0,0,189,0,178,182,0,50,0,0,178,175,0
191,144,0,50,0,0,191,0,180,182,0,50,0,0,180,198,0
195,144,0,50,0,0,195,0,186,182,0,50,0,0,186,82,0
198,144,0,50,0,0,198,0,190,182,0,50,0,0,190,0,0
197,144,0,50,0,0,197,0,188,182,0,50,0,0,188,0,0
198,144,0,50,0,0,198,0,188,182,0,50,0,0,188,0,0
196,144,0,50,0,0,196,0,186,182,0,50,0,0,186,0,0
197,144,0,50,0,0,197,0,186,182,0,50,0,0,186,0,0
199,144,0,50,0,0,199,0,189,182,0,50,0,0,189,0,0
196,144,0,50,0,0,196,0,186,182,0,50,0,0,186,0,0
198,144,0,50,0,0,198,0,186,182,0,50,0,0,186,0,0
196,144,0,50,0,0,196,0,184,182,0,50,0,0,184,0,0
190,144,0,50,0,0,190,0,178,182,0,50,0,0,178,5,0
187,144,0,50,0,0,187,0,175,182,0,50,0,0,175,198,0
183,144,0,50,0,0,183,0,173,182,0,50,0,0,173,332,0
182,144,0,50,0,0,182,0,172,182,0,50,0,0,172,448,0
185,144,0,50,0,0,185,0,175,182,0,50,0,0,175,480,0
187,144,0,50,0,0,187,0,178,182,0,50,0,0,178,319,0
194,144,0,50,0,0,194,0,182,182,0,50,0,0,182,194,0
196,144,0,50,0,0,196,0,184,182,0,50,0,0,184,0,0
195,144,0,50,0,0,195,0,184,182,0,50,0,0,184,0,0
194,144,0,50,0,0,194,0,182,182,0,50,0,0,182,0,0
187,144,0,50,0,0,187,0,169,182,0,50,0,0,169,0,0
190,144,0,50,0,0,190,0,176,182,0,50,0,0,176,258,0
190,144,0,50,0,0,190,0,180,182,0,50,0,0,180,91,0
188,144,0,50,0,0,188,0,177,182,0,50,0,0,177,233,0
183,144,0,50,0,0,183,0,171,182,0,50,0,0,171,550,0
181,144,0,50,0,0,181,0,167,182,0,50,0,0,167,707,0
185,144,0,50,0,0,185,0,169,182,0,50,0,0,169,628,0
185,144,0,50,0,0,185,0,170,182,0,50,0,0,170,573,0
196,144,0,50,0,0,196,0,182,182,0,50,0,0,182,0,0
200,144,0,50,0,0,200,0,186,182,0,50,0,0,186,0,0
204,144,0,50,0,0,204,0,190,182,0,50,0,0,190,0,0
201,144,0,50,0,0,201,0,189,182,0,50,0,0,189,0,0
196,144,0,50,0,0,196,0,185,182,0,50,0,0,185,0,0
196,144,0,50,0,0,196,0,183,182,0,50,0,0,183,0,0
194,144,0,50,0,0,194,0,181,182,0,50,0,0,181,17,0
192,144,0,50,0,0,192,0,179,182,0,50,0,0,179,117,0
184,144,0,50,0,0,184,0,171,182,0,50,0,0,171,294,0
181,144,0,50,0,0,181,0,168,182,0,50,0,0,168,683,0
180,144,0,50,0,0,180,0,167,182,0,50,0,0,167,764,0
185,144,0,50,0,0,185,0,172,182,1,50,0,0,172,460,0
189,144,0,50,0,0,189,0,180,182,1,50,0,0,180,189,0
190,144,0,50,0,0,190,0,179,182,1,50,0,0,179,128,0
194,144,0,50,0,0,194,0,184,182,0,50,0,0,184,46,0
194,144,0,50,0,0,194,0,184,182,0,50,0,0,184,0,0
195,144,0,50,0,0,195,0,187,182,0,50,0,0,185,0,0
199,144,0,50,0,0,199,0,189,182,0,50,0,0,189,0,0
201,144,0,50,0,0,201,0,190,182,0,50,0,0,190,0,0
202,144,0,50,0,0,202,0,188,182,0,50,0,0,188,0,0
201,144,0,50,0,0,201,0,185,182,0,50,0,0,185,0,0
195,144,0,50,0,0,195,0,179,182,0,50,0,0,179,117,0
196,144,0,50,0,0,196,0,180,182,0,50,0,0,180,87,0
197,144,0,50,0,0,197,0,181,182,0,50,0,0,181,41,0
195,144,0,50,0,0,195,0,181,182,0,50,0,0,181,10,0
194,144,0,50,0,0,194,0,183,182,0,50,0,0,183,0,0
195,144,0,50,0,0,195,0,185,182,0,50,0,0,185,0,0
191,144,0,50,0,0,191,0,182,182,0,50,0,0,182,0,0
187,144,0,50,0,0,187,0,177,182,1,50,0,0,177,232,0
188,144,0,50,0,0,188,0,178,182,1,50,0,0,178,228,0
186,144,0,50,0,0,186,0,175,182,1,50,0,0,175,316,0
185,144,0,50,0,0,185,0,173,182,1,50,0,0,173,396,0
183,144,0,50,0,0,183,0,170,182,1,50,0,0,170,567,0
181,144,0,50,0,0,181,0,168,182,1,50,0,0,168,614,0
183,144,0,50,0,0,183,0,170,182,1,50,0,0,170,592,0
186,144,0,50,0,0,186,0,173,182,1,50,0,0,173,507,0
187,144,0,50,0,0,187,0,174,182,1,50,0,0,174,355,0
190,144,0,50,0,0,190,0,178,182,1,50,0,0,178,323,0
194,144,0,50,0,0,194,0,182,182,0,50,0,0,182,0,0
194,144,0,50,0,0,194,0,182,182,0,50,0,0,182,0,0
193,144,0,50,0,0,193,0,180,182,0,50,0,0,180,96,0
192,144,0,50,0,0,192,0,178,182,0,50,0,0,178,182,0
193,144,0,50,0,0,193,0,180,182,0,50,0,0,180,89,0
186,144,0,50,0,0,186,0,174,182,0,50,0,0,174,210,0
184,144,0,50,0,0,184,0,172,182,1,50,0,0,172,489,0
184,144,0,50,0,0,184,0,171,182,1,50,0,0,171,525,0
184,144,0,50,0,0,184,0,172,182,1,50,0,0,172,528,0
189,144,0,50,0,0,189,0,178,182,1,50,0,0,178,435,0
193,144,0,50,0,0,193,0,183,182,0,50,0,0,183,176,0
197,144,0,50,0,0,197,0,188,182,0,50,0,0,188,0,0
200,144,0,50,0,0,200,0,189,182,0,50,0,0,189,0,0
199,144,0,50,0,0,199,0,189,182,0,50,0,0,189,0,0
198,144,0,50,0,0,198,0,188,182,0,50,0,0,188,0,0
202,144,0,50,0,0,202,0,191,182,0,50,0,0,191,0,0
201,144,0,50,0,0,201,0,191,182,0,50,0,0,191,0,0
197,144,0,50,0,0,197,0,185,182,0,50,0,0,185,0,0
